Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Mossy Dark Concrete Cobblestone
appliedenergistics2:facade:0, Cable Facade - Chiseled Dark Concrete Cobblestone
appliedenergistics2:facade:0, Cable Facade - Dark Concrete Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Dark Concrete Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Dark Concrete Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Dark Concrete Bricks
appliedenergistics2:facade:0, Cable Facade - Rubber Wood
appliedenergistics2:facade:0, Cable Facade - Rubber Tree Leaves
appliedenergistics2:facade:0, Cable Facade - Block of Basaltic Mineral Sand
appliedenergistics2:facade:0, Cable Facade - Block of Granitic Mineral Sand
appliedenergistics2:facade:0, Cable Facade - Block of Garnet Sand
appliedenergistics2:facade:0, Cable Facade - Block of Quartz Sand
appliedenergistics2:facade:0, Cable Facade - Block of Bastnasite
appliedenergistics2:facade:0, Cable Facade - Block of Pentlandite
appliedenergistics2:facade:0, Cable Facade - Block of Spodumene
appliedenergistics2:facade:0, Cable Facade - Block of Pollucite
appliedenergistics2:facade:0, Cable Facade - Block of Lepidolite
appliedenergistics2:facade:0, Cable Facade - Block of Glauconite
appliedenergistics2:facade:0, Cable Facade - Block of Glauconite Sand
appliedenergistics2:facade:0, Cable Facade - Block of Vermiculite
appliedenergistics2:facade:0, Cable Facade - Block of Bentonite
appliedenergistics2:facade:0, Cable Facade - Block of Fullers Earth
appliedenergistics2:facade:0, Cable Facade - Block of Pitchblende
appliedenergistics2:facade:0, Cable Facade - Block of Monazite
appliedenergistics2:facade:0, Cable Facade - Block of Charcoal
appliedenergistics2:facade:0, Cable Facade - Block of Chromite
appliedenergistics2:facade:0, Cable Facade - Block of Cinnabar
appliedenergistics2:facade:0, Cable Facade - Block of Cobaltite
appliedenergistics2:facade:0, Cable Facade - Block of Sheldonite
appliedenergistics2:facade:0, Cable Facade - Block of Cupronickel
appliedenergistics2:facade:0, Cable Facade - Block of Dark Ashes
appliedenergistics2:facade:0, Cable Facade - Block of Electrum
appliedenergistics2:facade:0, Cable Facade - Block of Galena
appliedenergistics2:facade:0, Cable Facade - Block of Garnierite
appliedenergistics2:facade:0, Cable Facade - Block of Green Sapphire
appliedenergistics2:facade:0, Cable Facade - Block of Grossular
appliedenergistics2:facade:0, Cable Facade - Block of Ilmenite
appliedenergistics2:facade:0, Cable Facade - Block of Rutile
appliedenergistics2:facade:0, Cable Facade - Block of Bauxite
appliedenergistics2:facade:0, Cable Facade - Block of Magnesium Chloride
appliedenergistics2:facade:0, Cable Facade - Block of Invar
appliedenergistics2:facade:0, Cable Facade - Block of Kanthal
appliedenergistics2:facade:0, Cable Facade - Block of Lazurite
appliedenergistics2:facade:0, Cable Facade - Block of Magnalium
appliedenergistics2:facade:0, Cable Facade - Block of Magnesite
appliedenergistics2:facade:0, Cable Facade - Block of Magnetite
appliedenergistics2:facade:0, Cable Facade - Block of Molybdenite
appliedenergistics2:facade:0, Cable Facade - Block of Nichrome
appliedenergistics2:facade:0, Cable Facade - Block of Niobium Nitride
appliedenergistics2:facade:0, Cable Facade - Block of Niobium-Titanium
appliedenergistics2:facade:0, Cable Facade - Block of Obsidian
appliedenergistics2:facade:0, Cable Facade - Block of Phosphate
appliedenergistics2:facade:0, Cable Facade - Block of Pig Iron
appliedenergistics2:facade:0, Cable Facade - Block of Polyethylene
appliedenergistics2:facade:0, Cable Facade - Block of Epoxy Resin
appliedenergistics2:facade:0, Cable Facade - Block of Polysiloxane
appliedenergistics2:facade:0, Cable Facade - Block of Dysprosium
appliedenergistics2:facade:0, Cable Facade - Block of Erbium
appliedenergistics2:facade:0, Cable Facade - Block of Europium
appliedenergistics2:facade:0, Cable Facade - Block of Gadolinium
appliedenergistics2:facade:0, Cable Facade - Block of Gallium
appliedenergistics2:facade:0, Cable Facade - Block of Holmium
appliedenergistics2:facade:0, Cable Facade - Block of Indium
appliedenergistics2:facade:0, Cable Facade - Block of Iridium
appliedenergistics2:facade:0, Cable Facade - Block of Lanthanum
appliedenergistics2:facade:0, Cable Facade - Block of Lead
appliedenergistics2:facade:0, Cable Facade - Block of Lithium
appliedenergistics2:facade:0, Cable Facade - Block of Lutetium
appliedenergistics2:facade:0, Cable Facade - Block of Magnesium
appliedenergistics2:facade:0, Cable Facade - Block of Manganese
appliedenergistics2:facade:0, Cable Facade - Block of Molybdenum
appliedenergistics2:facade:0, Cable Facade - Block of Neodymium
appliedenergistics2:facade:0, Cable Facade - Block of Soldering Alloy
appliedenergistics2:facade:0, Cable Facade - Block of Spessartine
appliedenergistics2:facade:0, Cable Facade - Block of Sphalerite
appliedenergistics2:facade:0, Cable Facade - Block of Stainless Steel
appliedenergistics2:facade:0, Cable Facade - Block of Steel
appliedenergistics2:facade:0, Cable Facade - Block of Stibnite
appliedenergistics2:facade:0, Cable Facade - Block of Tanzanite
appliedenergistics2:facade:0, Cable Facade - Block of Tetrahedrite
appliedenergistics2:facade:0, Cable Facade - Block of Tin Alloy
appliedenergistics2:facade:0, Cable Facade - Block of Topaz
appliedenergistics2:facade:0, Cable Facade - Block of Tungstate
appliedenergistics2:facade:0, Cable Facade - Block of Ultimet
appliedenergistics2:facade:0, Cable Facade - Block of Uraninite
appliedenergistics2:facade:0, Cable Facade - Block of Uvarovite
appliedenergistics2:facade:0, Cable Facade - Block of Vanadium-Gallium
appliedenergistics2:facade:0, Cable Facade - Block of Wrought Iron
appliedenergistics2:facade:0, Cable Facade - Block of Wulfenite
appliedenergistics2:facade:0, Cable Facade - Block of Yellow Limonite
appliedenergistics2:facade:0, Cable Facade - Block of Yttrium Barium Cuprate
appliedenergistics2:facade:0, Cable Facade - Block of Certus Quartz
appliedenergistics2:facade:0, Cable Facade - Block of Quartzite
appliedenergistics2:facade:0, Cable Facade - Block of Graphite
appliedenergistics2:facade:0, Cable Facade - Block of Graphene
appliedenergistics2:facade:0, Cable Facade - Block of Jasper
appliedenergistics2:facade:0, Cable Facade - Block of Osmiridium
appliedenergistics2:facade:0, Cable Facade - Block of Perlite
appliedenergistics2:facade:0, Cable Facade - Block of Lignite Coal
appliedenergistics2:facade:0, Cable Facade - Block of Olivine
appliedenergistics2:facade:0, Cable Facade - Block of Opal
appliedenergistics2:facade:0, Cable Facade - Block of Amethyst
appliedenergistics2:facade:0, Cable Facade - Block of Enderpearl
appliedenergistics2:facade:0, Cable Facade - Block of Endereye
appliedenergistics2:facade:0, Cable Facade - Block of Magnetic Neodymium
appliedenergistics2:facade:0, Cable Facade - Block of Tungstencarbide
appliedenergistics2:facade:0, Cable Facade - Block of Vanadiumsteel
appliedenergistics2:facade:0, Cable Facade - Block of HSS-G
appliedenergistics2:facade:0, Cable Facade - Block of HSS-E
appliedenergistics2:facade:0, Cable Facade - Block of HSS-S
appliedenergistics2:facade:0, Cable Facade - Block of Naquadah
appliedenergistics2:facade:0, Cable Facade - Block of Naquadah Alloy
appliedenergistics2:facade:0, Cable Facade - Block of Enriched Naquadah
appliedenergistics2:facade:0, Cable Facade - Block of Naquadria
appliedenergistics2:facade:0, Cable Facade - Block of Tritanium
appliedenergistics2:facade:0, Cable Facade - Block of Duranium
appliedenergistics2:facade:0, Cable Facade - Block of Borax
appliedenergistics2:facade:0, Cable Facade - Block of Gunpowder
appliedenergistics2:facade:0, Cable Facade - Block of Paper
appliedenergistics2:facade:0, Cable Facade - Block of Rare Earth
appliedenergistics2:facade:0, Cable Facade - Block of Polycaprolactam
appliedenergistics2:facade:0, Cable Facade - Block of Polytetrafluoroethylene
appliedenergistics2:facade:0, Cable Facade - Block of Powellite
appliedenergistics2:facade:0, Cable Facade - Block of Pyrite
appliedenergistics2:facade:0, Cable Facade - Block of Pyrolusite
appliedenergistics2:facade:0, Cable Facade - Block of Pyrope
appliedenergistics2:facade:0, Cable Facade - Block of Rock Salt
appliedenergistics2:facade:0, Cable Facade - Block of Rubber
appliedenergistics2:facade:0, Cable Facade - Block of Ruby
appliedenergistics2:facade:0, Cable Facade - Block of Salt
appliedenergistics2:facade:0, Cable Facade - Block of Saltpeter
appliedenergistics2:facade:0, Cable Facade - Block of Sapphire
appliedenergistics2:facade:0, Cable Facade - Block of Scheelite
appliedenergistics2:facade:0, Cable Facade - Block of Silicon Dioxide
appliedenergistics2:facade:0, Cable Facade - Block of Sodalite
appliedenergistics2:facade:0, Cable Facade - Block of Sodium Sulfide
appliedenergistics2:facade:0, Cable Facade - Block of Polydimethylsiloxane
appliedenergistics2:facade:0, Cable Facade - Block of Polystyrene
appliedenergistics2:facade:0, Cable Facade - Block of Raw Styrene-Butadiene Rubber
appliedenergistics2:facade:0, Cable Facade - Block of Styrene-Butadiene Rubber
appliedenergistics2:facade:0, Cable Facade - Block of Potash
appliedenergistics2:facade:0, Cable Facade - Block of Soda Ash
appliedenergistics2:facade:0, Cable Facade - Block of Gallium Arsenide
appliedenergistics2:facade:0, Cable Facade - Block of Polyphenylene Sulfide
appliedenergistics2:facade:0, Cable Facade - Block of Indium Gallium Phosphide
appliedenergistics2:facade:0, Cable Facade - Block of Platinum Group Sludge
appliedenergistics2:facade:0, Cable Facade - Block of Ferrite Mixture
appliedenergistics2:facade:0, Cable Facade - Block of Nickel Zinc Ferrite
appliedenergistics2:facade:0, Cable Facade - Block of Magnesia
appliedenergistics2:facade:0, Cable Facade - Block of Phosphorous Pentoxide
appliedenergistics2:facade:0, Cable Facade - Block of Fiber-Reinforced Epoxy Resin
appliedenergistics2:facade:0, Cable Facade - Block of Polyvinyl Chloride
appliedenergistics2:facade:0, Cable Facade - Block of Aluminium
appliedenergistics2:facade:0, Cable Facade - Block of Americium
appliedenergistics2:facade:0, Cable Facade - Block of Antimony
appliedenergistics2:facade:0, Cable Facade - Block of Arsenic
appliedenergistics2:facade:0, Cable Facade - Block of Barium
appliedenergistics2:facade:0, Cable Facade - Block of Beryllium
appliedenergistics2:facade:0, Cable Facade - Block of Bismuth
appliedenergistics2:facade:0, Cable Facade - Block of Boron
appliedenergistics2:facade:0, Cable Facade - Block of Caesium
appliedenergistics2:facade:0, Cable Facade - Block of Calcium
appliedenergistics2:facade:0, Cable Facade - Block of Carbon
appliedenergistics2:facade:0, Cable Facade - Block of Cadmium
appliedenergistics2:facade:0, Cable Facade - Block of Cerium
appliedenergistics2:facade:0, Cable Facade - Block of Chrome
appliedenergistics2:facade:0, Cable Facade - Block of Cobalt
appliedenergistics2:facade:0, Cable Facade - Block of Copper
appliedenergistics2:facade:0, Cable Facade - Block of Malachite
appliedenergistics2:facade:0, Cable Facade - Block of Mirabilite
appliedenergistics2:facade:0, Cable Facade - Block of Mica
appliedenergistics2:facade:0, Cable Facade - Block of Trona
appliedenergistics2:facade:0, Cable Facade - Block of Barite
appliedenergistics2:facade:0, Cable Facade - Block of Gypsum
appliedenergistics2:facade:0, Cable Facade - Block of Alunite
appliedenergistics2:facade:0, Cable Facade - Block of Dolomite
appliedenergistics2:facade:0, Cable Facade - Block of Wollastonite
appliedenergistics2:facade:0, Cable Facade - Block of Zeolite
appliedenergistics2:facade:0, Cable Facade - Block of Kyanite
appliedenergistics2:facade:0, Cable Facade - Block of Kaolinite
appliedenergistics2:facade:0, Cable Facade - Block of Talc
appliedenergistics2:facade:0, Cable Facade - Block of Soapstone
appliedenergistics2:facade:0, Cable Facade - Block of Magnetic Iron
appliedenergistics2:facade:0, Cable Facade - Block of Magnetic Steel
appliedenergistics2:facade:0, Cable Facade - Block of Nether Star
appliedenergistics2:facade:0, Cable Facade - Block of Cocoa
appliedenergistics2:facade:0, Cable Facade - Block of Ytterbium
appliedenergistics2:facade:0, Cable Facade - Block of Fireclay
appliedenergistics2:facade:0, Cable Facade - Block of Coke
appliedenergistics2:facade:0, Cable Facade - Block of Tenorite
appliedenergistics2:facade:0, Cable Facade - Block of Cuprite
appliedenergistics2:facade:0, Cable Facade - Block of Bornite
appliedenergistics2:facade:0, Cable Facade - Block of Chalcocite
appliedenergistics2:facade:0, Cable Facade - Block of Enargite
appliedenergistics2:facade:0, Cable Facade - Block of Tennantite
appliedenergistics2:facade:0, Cable Facade - Block of Borosilicate Glass
appliedenergistics2:facade:0, Cable Facade - Block of Sodium Hydroxide
appliedenergistics2:facade:0, Cable Facade - Block of Quicklime
appliedenergistics2:facade:0, Cable Facade - Block of Sodium Bisulfate
appliedenergistics2:facade:0, Cable Facade - Block of Silicone Rubber
appliedenergistics2:facade:0, Cable Facade - Block of Silver
appliedenergistics2:facade:0, Cable Facade - Block of Sodium
appliedenergistics2:facade:0, Cable Facade - Block of Strontium
appliedenergistics2:facade:0, Cable Facade - Block of Sulfur
appliedenergistics2:facade:0, Cable Facade - Block of Tantalum
appliedenergistics2:facade:0, Cable Facade - Block of Tellurium
appliedenergistics2:facade:0, Cable Facade - Block of Terbium
appliedenergistics2:facade:0, Cable Facade - Block of Thorium
appliedenergistics2:facade:0, Cable Facade - Block of Thulium
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Titanium
appliedenergistics2:facade:0, Cable Facade - Block of Tungsten
appliedenergistics2:facade:0, Cable Facade - Block of Uranium 238
appliedenergistics2:facade:0, Cable Facade - Block of Uranium 235
appliedenergistics2:facade:0, Cable Facade - Block of Vanadium
appliedenergistics2:facade:0, Cable Facade - Block of Yttrium
appliedenergistics2:facade:0, Cable Facade - Block of Zinc
appliedenergistics2:facade:0, Cable Facade - Block of Almandine
appliedenergistics2:facade:0, Cable Facade - Block of Andradite
appliedenergistics2:facade:0, Cable Facade - Block of Annealed Copper
appliedenergistics2:facade:0, Cable Facade - Block of Asbestos
appliedenergistics2:facade:0, Cable Facade - Block of Ashes
appliedenergistics2:facade:0, Cable Facade - Block of Banded Iron
appliedenergistics2:facade:0, Cable Facade - Block of Battery Alloy
appliedenergistics2:facade:0, Cable Facade - Block of Blue Topaz
appliedenergistics2:facade:0, Cable Facade - Block of Brass
appliedenergistics2:facade:0, Cable Facade - Block of Bronze
appliedenergistics2:facade:0, Cable Facade - Block of Brown Limonite
appliedenergistics2:facade:0, Cable Facade - Block of Calcite
appliedenergistics2:facade:0, Cable Facade - Block of Cassiterite
appliedenergistics2:facade:0, Cable Facade - Block of Cassiterite Sand
appliedenergistics2:facade:0, Cable Facade - Block of Chalcopyrite
appliedenergistics2:facade:0, Cable Facade - Block of Cobalt Brass
appliedenergistics2:facade:0, Cable Facade - Block of Phosphor
appliedenergistics2:facade:0, Cable Facade - Block of Basalt
appliedenergistics2:facade:0, Cable Facade - Block of Andesite
appliedenergistics2:facade:0, Cable Facade - Block of Diorite
appliedenergistics2:facade:0, Cable Facade - Block of Red Garnet
appliedenergistics2:facade:0, Cable Facade - Block of Yellow Garnet
appliedenergistics2:facade:0, Cable Facade - Block of Sugar
appliedenergistics2:facade:0, Cable Facade - Block of Vinteum
appliedenergistics2:facade:0, Cable Facade - Block of Redrock
appliedenergistics2:facade:0, Cable Facade - Block of Potassium Feldspar
appliedenergistics2:facade:0, Cable Facade - Block of Biotite
appliedenergistics2:facade:0, Cable Facade - Block of Black Granite
appliedenergistics2:facade:0, Cable Facade - Block of Chrysotile
appliedenergistics2:facade:0, Cable Facade - Block of Realgar
appliedenergistics2:facade:0, Cable Facade - Block of Vanadium Magnetite
appliedenergistics2:facade:0, Cable Facade - Block of Darmstadtium
appliedenergistics2:facade:0, Cable Facade - Block of Nickel
appliedenergistics2:facade:0, Cable Facade - Block of Niobium
appliedenergistics2:facade:0, Cable Facade - Block of Osmium
appliedenergistics2:facade:0, Cable Facade - Block of Palladium
appliedenergistics2:facade:0, Cable Facade - Block of Phosphorus
appliedenergistics2:facade:0, Cable Facade - Block of Platinum
appliedenergistics2:facade:0, Cable Facade - Block of Plutonium 244
